Age,Job,Income,Schooling,Married_Status,Job_Type,Color_Race,Gender,Place
26, Private,382000, 9th, Married-civ-spouse, Craft-repair, White, Male, United-States
55, Self-emp-inc,298000, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States
35, State-gov,227000, Masters, Married-civ-spouse, Prof-specialty, White, Male, United-States
52, Private,211000, Some-college, Married-civ-spouse, Exec-managerial, White, Male, United-States
46, State-gov,111000, HS-grad, Separated, Adm-clerical, White, Female, United-States
72, ?,77000, HS-grad, Married-civ-spouse, ?, Asian-Pac-Islander, Male, United-States
18, Private,92000, HS-grad, Never-married, Other-service, White, Female, United-States
62, Local-gov,137000, HS-grad, Divorced, Transport-moving, White, Male, United-States
22, Private,30000, Some-college, Never-married, Transport-moving, White, Female, United-States
40, Private,361000, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States
26, Private,266000, Some-college, Married-civ-spouse, Sales, White, Male, United-States
35, Private,143000, Assoc-acdm, Married-spouse-absent, Sales, Black, Female, United-States
25, Self-emp-not-inc,72000, HS-grad, Never-married, Sales, Asian-Pac-Islander, Female, United-States
46, ?,177000, Assoc-voc, Married-civ-spouse, ?, Black, Female, United-States
39, Private,165000, Bachelors, Married-spouse-absent, Craft-repair, White, Male, ?
41, Private,424000, Some-college, Married-civ-spouse, Craft-repair, Black, Male, United-States
59, Private,190000, Bachelors, Married-civ-spouse, Handlers-cleaners, White, Male, Italy
37, Private,34000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
38, Private,183000, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States
33, Private,35000, Bachelors, Never-married, Exec-managerial, Asian-Pac-Islander, Male, ?
23, Private,259000, Assoc-acdm, Married-civ-spouse, Other-service, White, Female, Puerto-Rico
67, Self-emp-not-inc,149000, Masters, Widowed, Prof-specialty, White, Male, United-States
60, Private,125000, Bachelors, Divorced, Prof-specialty, White, Female, United-States
39, Self-emp-inc,173000, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, United-States
32, Self-emp-not-inc,411000, HS-grad, Married-civ-spouse, Transport-moving, White, Male, United-States
26, Private,323000, Bachelors, Never-married, Prof-specialty, White, Female, United-States
39, Private,301000, HS-grad, Divorced, Tech-support, White, Female, United-States
28, Private,233000, Some-college, Never-married, Adm-clerical, White, Female, United-States
29, Private,175000, 11th, Divorced, Craft-repair, White, Female, United-States
43, Private,165000, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male, United-States
23, Private,207000, Some-college, Never-married, Tech-support, White, Male, United-States
32, Private,196000, Bachelors, Married-civ-spouse, Sales, White, Male, United-States
33, Self-emp-not-inc,423000, Some-college, Married-civ-spouse, Prof-specialty, White, Female, United-States
45, Private,116000, HS-grad, Divorced, Other-service, Black, Female, United-States
48, Private,279000, HS-grad, Divorced, Craft-repair, White, Male, United-States
43, Local-gov,188000, Prof-school, Married-civ-spouse, Prof-specialty, White, Male, United-States
50, Self-emp-not-inc,164000, HS-grad, Married-civ-spouse, Transport-moving, White, Male, United-States
63, Private,65000, Bachelors, Never-married, Tech-support, White, Male, United-States
55, Private,101000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
22, Private,108000, Bachelors, Never-married, Exec-managerial, White, Female, United-States
32, Self-emp-not-inc,183000, HS-grad, Never-married, Other-service, White, Male, United-States
27, Private,204000, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, United-States
22, Private,201000, Bachelors, Never-married, Sales, White, Female, United-States
44, Private,30000, HS-grad, Divorced, Transport-moving, White, Male, United-States
34, Private,186000, HS-grad, Separated, Other-service, White, Female, United-States
28, Private,197000, HS-grad, Never-married, Machine-op-inspct, White, Female, United-States
40, Private,100000, Masters, Married-civ-spouse, Prof-specialty, White, Female, United-States
45, Private,195000, Some-college, Married-civ-spouse, Transport-moving, White, Male, United-States
17, Private,95000, 10th, Never-married, Other-service, White, Male, United-States
53, Self-emp-not-inc,257000, 12th, Married-civ-spouse, Craft-repair, White, Male, United-States
58, Private,195000, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, United-States
55, Self-emp-not-inc,98000, HS-grad, Never-married, Craft-repair, White, Male, United-States
44, Local-gov,125000, Assoc-voc, Never-married, Craft-repair, White, Male, United-States
40, Self-emp-not-inc,112000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
58, Self-emp-not-inc,131000, Masters, Married-civ-spouse, Exec-managerial, White, Male, United-States
38, Private,208000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
62, Private,148000, 9th, Never-married, Priv-house-serv, Black, Female, United-States
31, Private,150000, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male, United-States
31, Private,165000, 11th, Married-civ-spouse, Craft-repair, White, Male, Mexico
30, Private,237000, HS-grad, Never-married, Exec-managerial, White, Male, United-States
37, Private,220000, HS-grad, Divorced, Adm-clerical, White, Female, Mexico
38, Local-gov,330000, HS-grad, Never-married, Craft-repair, White, Male, Canada
58, Local-gov,319000, 12th, Married-civ-spouse, Farming-fishing, White, Male, United-States
30, Private,183000, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States
28, Private,334000, Assoc-voc, Never-married, Prof-specialty, White, Female, United-States
46, Private,109000, Some-college, Divorced, Exec-managerial, White, Female, United-States
34, Private,119000, Bachelors, Never-married, Tech-support, White, Female, United-States
39, Self-emp-inc,163000, Some-college, Divorced, Craft-repair, White, Male, United-States
61, Self-emp-inc,253000, Some-college, Widowed, Sales, White, Female, United-States
30, Self-emp-not-inc,20000, Assoc-voc, Divorced, Machine-op-inspct, White, Female, United-States
31, Private,196000, HS-grad, Separated, Other-service, White, Female, United-States
21, Private,175000, HS-grad, Never-married, Adm-clerical, White, Male, United-States
50, Private,234000, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, United-States
47, Private,342000, HS-grad, Never-married, Adm-clerical, White, Male, United-States
20, Private,175000, HS-grad, Never-married, Handlers-cleaners, White, Male, United-States
23, Private,223000, Bachelors, Never-married, Other-service, White, Female, United-States
46, Private,252000, 1st-4th, Separated, Other-service, White, Female, Mexico
20, Private,164000, HS-grad, Never-married, Handlers-cleaners, White, Male, United-States
33, Private,251000, Bachelors, Married-civ-spouse, Sales, White, Male, United-States
30, Private,237000, Some-college, Never-married, Adm-clerical, White, Female, United-States
43, Local-gov,106000, Some-college, Divorced, Protective-serv, White, Female, United-States
23, Private,212000, Some-college, Never-married, Handlers-cleaners, White, Male, United-States
34, Private,318000, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, ?
25, Private,185000, Some-college, Never-married, Adm-clerical, White, Male, United-States
50, Private,31000, HS-grad, Married-civ-spouse, Prof-specialty, White, Female, United-States
44, Private,152000, Masters, Married-civ-spouse, Exec-managerial, White, Female, United-States
26, Private,89000, Some-college, Divorced, Prof-specialty, White, Female, United-States
35, Private,406000, Doctorate, Never-married, Prof-specialty, White, Female, United-States
48, Self-emp-not-inc,172000, HS-grad, Divorced, Prof-specialty, White, Male, United-States
26, Private,168000, HS-grad, Never-married, Machine-op-inspct, Black, Male, United-States
41, Local-gov,213000, Masters, Divorced, Prof-specialty, White, Female, United-States
25, Private,211000, Bachelors, Never-married, Other-service, White, Male, United-States
33, Private,169000, Assoc-voc, Never-married, Prof-specialty, White, Female, United-States
24, Private,122000, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, United-States
31, Private,140000, Bachelors, Married-spouse-absent, Adm-clerical, White, Female, United-States
24, Local-gov,176000, Assoc-acdm, Never-married, Prof-specialty, White, Female, United-States
41, Private,145000, 9th, Never-married, Priv-house-serv, White, Female, Columbia
38, Local-gov,189000, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States
19, Private,446000, HS-grad, Never-married, Craft-repair, White, Male, United-States
19, Private,318000, HS-grad, Never-married, Adm-clerical, White, Male, United-States
24, Private,236000, HS-grad, Never-married, Other-service, White, Male, United-States
59, ?,368000, Bachelors, Married-civ-spouse, ?, White, Male, United-States
67, Private,213000, Masters, Married-spouse-absent, Exec-managerial, White, Male, United-States
49, Private,411000, 10th, Divorced, Machine-op-inspct, Black, Male, United-States
35, Private,104000, Assoc-voc, Married-civ-spouse, Tech-support, White, Male, United-States
44, Private,204000, Some-college, Married-civ-spouse, Exec-managerial, White, Male, United-States
58, ?,267000, Some-college, Married-civ-spouse, ?, White, Male, United-States
22, Private,117000, Assoc-acdm, Never-married, Protective-serv, White, Male, United-States
21, State-gov,99000, Some-college, Never-married, Exec-managerial, White, Male, United-States
50, Private,162000, Some-college, Married-civ-spouse, Handlers-cleaners, White, Male, United-States
44, Local-gov,100000, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Male, United-States
36, Local-gov,33000, Some-college, Married-civ-spouse, Adm-clerical, Amer-Indian-Eskimo, Male, United-States
30, Federal-gov,322000, Some-college, Married-civ-spouse, Adm-clerical, White, Male, Cuba
52, Private,109000, HS-grad, Married-civ-spouse, Sales, White, Male, United-States
35, Self-emp-not-inc,61000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
48, Local-gov,81000, Assoc-voc, Never-married, Protective-serv, White, Male, United-States
23, Private,163000, HS-grad, Married-civ-spouse, Sales, White, Male, United-States
37, Private,226000, Masters, Never-married, Sales, White, Male, United-States
44, Self-emp-inc,192000, Masters, Married-civ-spouse, Prof-specialty, White, Male, United-States
44, Private,176000, HS-grad, Married-civ-spouse, Transport-moving, White, Male, United-States
36, Private,199000, Bachelors, Divorced, Prof-specialty, White, Male, United-States
26, State-gov,35000, Some-college, Married-civ-spouse, Exec-managerial, White, Male, United-States
31, Self-emp-inc,467000, Bachelors, Never-married, Prof-specialty, White, Male, United-States
23, ?,264000, HS-grad, Never-married, ?, Black, Male, England
29, Private,205000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
53, Private,218000, HS-grad, Widowed, Craft-repair, Black, Female, United-States
52, Private,48000, Assoc-voc, Married-civ-spouse, Exec-managerial, White, Male, United-States
55, Private,193000, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male, United-States
31, Private,253000, 10th, Married-civ-spouse, Sales, White, Male, United-States
19, ?,258000, HS-grad, Never-married, ?, White, Female, United-States
64, ?,211000, HS-grad, Widowed, ?, White, Female, United-States
55, Private,191000, HS-grad, Married-civ-spouse, Sales, White, Male, United-States
48, Private,149000, Masters, Married-civ-spouse, Prof-specialty, White, Male, United-States
20, Private,124000, HS-grad, Never-married, Craft-repair, White, Female, United-States
50, Local-gov,117000, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States
45, Self-emp-inc,32000, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States
17, Private,207000, 10th, Never-married, Handlers-cleaners, White, Male, El-Salvador
38, Private,219000, HS-grad, Divorced, Other-service, White, Female, United-States
